sample_id,num_0,num_1,num_2,num_3,num_4,cat_0,cat_1,cat_2,label
sample_44_00026,0.5564865205794628,-0.00758404434650958,-0.9277278174771951,0.041363284513626475,3.4633565413911436,0,1,3,2.725309396624106
sample_44_00027,-0.9191938591600446,-0.16848517729680756,-0.8813195423110346,1.353994564333953,1.7780987332049485,1,1,3,-0.6240687877531356
sample_44_00028,1.3192440527933194,1.9523830722126185,-0.07949021395013553,1.6502243835485693,-0.8194839305238147,2,3,0,0.7759963199732373
sample_44_00029,1.5298065728231358,1.4654981148977053,-0.6237241281875852,0.9263575315836478,-1.0753360360446542,3,1,2,0.9688557005505445
sample_44_00030,-1.3964048150032708,-1.3876879353191724,-1.104222156195325,-1.1421616673265156,-0.12316592745685055,0,3,1,-1.2107500415337462
sample_44_00031,1.714113409803897,-0.26768402031799965,-0.8584270704728117,0.6594411137659607,-0.2631227943052539,1,2,0,4.259961166229192
sample_44_00032,0.07298448875189814,0.37502912859073023,0.4152301652568067,-0.7013634357066935,-0.26478841315918517,2,0,3,-0.42537789615430865
sample_44_00033,0.9082332596128002,-0.39387384213314075,-0.25979628062913407,0.28462438379173854,0.3993213659425807,1,0,3,2.1637798646821973
sample_44_00034,-0.3358896051944472,0.5397783694359692,-0.026819572193228326,-1.326941489738443,0.6266022290049565,3,2,1,0.39476379134599326
sample_44_00035,-0.8874427504216399,3.038773719309797,0.2708144873844039,-0.29836562561376295,0.8324341776621095,1,3,1,-4.348683820713254
sample_44_00036,1.44626145805794,1.4972395040079418,0.28921759064181773,1.0561566956303092,0.6912865157221704,0,1,2,1.159508240550085
sample_44_00037,0.07883064086150757,-1.521913935017231,0.012548970392424972,-2.577487688921853,-0.8955906048916081,0,0,2,1.4430125671451892
sample_44_00038,1.3513746555584807,0.16906360712423507,-0.05270767191482575,-0.8822413683356601,-0.8641060253875043,3,1,2,2.8865111831958385
sample_44_00039,-0.6945822845284403,-1.4009254002451519,-2.2811941230886537,1.0196599552803205,1.6418903578847357,3,2,0,3.9246303525081507
sample_44_00040,-0.6494738238357235,0.7548877329020269,-1.2446426029419588,0.3373709580905165,-1.3985384258695002,0,2,1,-3.488065921828504
sample_44_00041,0.8964575345835084,0.03938451146231541,-1.28930250616157,0.5343761006641957,1.6365311470845187,1,1,3,2.364695421075862
sample_44_00042,-0.008882482585466157,-0.05567241314768638,-0.004000676868217827,0.11039336438993103,1.2350902278390912,3,1,0,2.8073448246726755
sample_44_00043,1.2762603509575077,-2.124747214898431,1.193207162026349,-0.21889982070626177,1.6518254557419236,2,1,2,7.587220849601069
sample_44_00044,0.4452762811664093,0.9476079429124562,-0.5300305386216317,-1.3555923014820033,0.22454429974456883,1,2,2,0.5067044287814128
sample_44_00045,0.9491876969152582,0.7207879873189171,0.7674957620662913,0.21000114610934453,0.7032133462079148,3,3,0,2.774226073393491
sample_44_00046,-0.8426791898126824,-0.16051956260375413,-1.575725644623667,-0.07167652346318404,-0.3283180898266492,2,2,3,-0.8313526087050711
sample_44_00047,0.035631853164751814,1.026473940062367,0.04546054002318398,-2.926185139953135,1.3547612352125713,0,3,3,-1.7124806361794478
sample_44_00048,0.13532328042929267,0.7599896121345899,-0.8110319457188361,0.8105920256081531,1.5179273709545666,3,1,2,1.5014603768834685
sample_44_00049,-1.6378026337302924,1.2133175538591021,-0.9548771290920162,-0.7893249509747775,-0.01657253139452805,3,2,0,-3.964560009246053
sample_44_00050,2.0722498044461837,-1.8295322448594271,-0.6583917944893113,0.02356307089108479,0.6347467988673016,0,3,3,6.207906012005066
sample_44_00051,-0.13210826554664415,0.4122321133133749,-1.0560027774683682,0.7566159556017475,1.0392071575395858,2,2,0,1.341462387362643
sample_44_00052,-1.123365740826802,-0.8081764875536027,0.3806171622450881,0.31686921699199116,0.5141179153521269,1,1,1,-0.8647438183490742
sample_44_00053,-1.2427592400835326,-0.4109116494543291,-0.5086702904919058,1.3482747389973782,-0.10989933351476185,1,3,3,-2.2761252819640254
sample_44_00054,-0.5222076843286487,-0.9265966213476139,-0.013913429633545254,1.1856298261305438,-1.577012650135361,0,3,0,-1.267122549842717
sample_44_00055,0.1017010369131876,0.4985470803943893,1.9902482228876155,0.671664271769026,1.3500310203272095,3,2,3,1.4835667032673818
sample_44_00056,0.030908823475280067,-1.4147485980125059,-1.4478332094766493,-0.7392396545989474,0.12194563854470022,3,0,2,3.4203063902373754
sample_44_00057,-0.3046256689084946,-0.4859550088183876,1.8093504970198504,-2.430098920107716,-1.0734932634941605,3,2,3,-1.0715039792213126
sample_44_00058,2.397816333318896,0.2954752255603579,-0.6924296232981813,-1.1486306491402622,0.7964503785339159,3,3,3,6.090223964560203
sample_44_00059,0.6893948661623601,0.8018799457680198,-1.3236239209226976,0.11989204498779635,-0.23862946832459603,1,2,2,-0.31962785920036496
sample_44_00060,0.4306426301520563,-1.6472718736242746,0.5835622153247847,1.5329379754245873,-1.3985732521095893,2,1,1,3.9672365970122145
sample_44_00061,0.8676246535660463,1.6751707350307685,0.8812288857628036,-0.0610130380518394,0.12019041881714124,2,1,2,0.26076667079621413
sample_44_00062,-0.5465838821349663,0.21307678126441615,-1.0606428779690618,0.04650019138074256,-0.8581325583204337,3,0,2,-0.6209632318805227
sample_44_00063,-1.4746210943640814,1.5099059145859417,-1.881811846599597,1.8008883045133546,-2.210272263690599,0,2,1,-8.408595526179958
sample_44_00064,0.9425367154306211,0.1858266196032964,-1.6416800490731862,-0.517970988285081,-1.0364593473004613,2,2,3,1.9040224210993206
sample_44_00065,-0.9687708501812025,0.8889009476682569,-1.1951820522395729,-1.9528836953916144,1.1262011219756476,3,2,2,-1.3363906696617394
sample_44_00066,0.3913930763029593,-0.0012306415299453883,-0.29058864954168256,0.7022729581266387,0.3737074201741046,3,0,1,1.6834316775554377
sample_44_00067,-0.11896844312401793,-0.6017051834556724,1.090015771767025,1.4727092356123141,0.4749769564780335,3,3,2,2.2107192421330275
sample_44_00068,3.0358130810057777,0.22921766378460698,0.18823796669907203,1.5416517052799765,0.29956556658366534,3,3,0,8.116799750848822
sample_44_00069,0.26629009344524035,-0.3613457725603674,0.48755254588633484,-1.7070705040042031,-0.7398302567776537,0,3,3,-1.0384222906529934
sample_44_00070,-1.0962950463292465,-2.2183171980767025,1.1080602887979032,-0.33596807213193147,-0.8943189118772529,2,1,1,1.7040061843968224
sample_44_00071,0.38542208989563853,-1.264280026296416,0.9120729437362494,1.4303034556382106,-1.4525847107276249,3,1,1,2.608102555272738
sample_44_00072,1.2068995773224207,0.20869121128608628,1.1528237962517769,0.20281301163136742,-0.8566897526294933,1,0,1,1.3998894786745901
sample_44_00073,-1.6193711753760391,-1.1276352198065311,-0.5084997577515258,1.0725829094439532,0.6474926814915093,3,2,1,0.025744794242322788
sample_44_00074,0.30932152312267824,1.492369951412877,-1.8664481261323913,-1.190085772832662,-1.158748022702637,3,1,1,-1.689975555322673
sample_44_00075,0.07185556944222851,-1.6871930544053177,-0.5897548905888322,1.3911088568473338,1.018416095577032,3,3,3,4.348900099027532
sample_44_00076,1.5760404449978052,-0.569415171739158,-1.0394737529923423,0.2800581058525209,-0.9300047517828032,2,1,2,3.895793582903928
sample_44_00077,-0.08305844110614566,-0.12904409358947538,0.5512027784714484,1.4688828394236928,1.4172933701948724,1,2,1,1.931673265975765
sample_44_00078,0.9609716282794895,-0.19634998019489897,0.6827901027613632,-0.37212230146148906,-0.9120255011173911,1,3,1,2.4324089044466968
sample_44_00079,-1.5306667933361382,-0.5679587561223418,0.5243195377689882,0.7116322775964965,0.06030909978162955,3,2,3,-1.5574064708108097
sample_44_00080,0.6081654009111426,-0.5538792059320184,1.7096066893351394,0.17428432510973538,-0.30231977155053424,3,0,0,3.842231560274349
sample_44_00081,0.6973288760534386,-0.13222207535131214,0.3659354981485969,1.5313325215269384,-0.790011000309654,0,3,0,0.4036108530853745
sample_44_00082,-0.25082151786790036,-0.14848921439895651,0.08332030819321963,1.9595614551677927,0.9614529478073718,3,1,3,1.561672127458008
sample_44_00083,1.3692499562916685,-2.541086471881695,0.5596963537149254,0.3399477212263495,0.6075775648700279,2,3,1,7.260210700836317
sample_44_00084,0.08301917197631813,-0.6076897022251962,0.7849894034865423,-0.13389941463105326,0.05874611570041128,2,2,2,1.3596372162607029
sample_44_00085,-0.5408590798835271,-0.14340706251138666,0.5974681759089466,0.8880073807909141,0.026586857447164096,2,2,1,0.2092885947825877
sample_44_00086,0.1470203619748601,-0.14324242201496765,0.9604353924180715,-0.37933147913338505,-0.23704053610622555,3,2,1,1.2183811068030497
sample_44_00087,0.16643843847733944,-0.3750717028716306,0.3534311741421263,1.719378572271471,0.05020472995399551,3,1,1,2.4336964977032984
sample_44_00088,1.5466432532549226,1.0041838625474333,0.2502306523238091,0.7696638184523115,1.5295965790384791,1,3,1,2.3594201869513958
sample_44_00089,-0.7832722224605445,0.7868048364316697,1.3288956049552008,-0.6698300385967896,1.4334769986666853,1,2,2,-1.9379679768011648
sample_44_00090,0.7455665915323659,-0.7366705892376818,0.542662395467616,-1.3516908104269065,-1.1586287763662642,2,1,1,2.686686023631224
sample_44_00091,-1.44979242956551,0.327569928981999,-0.31892180710878804,-0.7096233642060475,-0.48164905460958163,3,0,3,-2.2883047012010302
sample_44_00092,-0.03945121541545842,-0.2934244583555165,-0.46233730104569665,0.20012619811668905,-0.9219645617247404,0,3,1,-1.1823047173921912
sample_44_00093,-0.5083970481694903,1.2042175145434941,0.3865854096117926,-1.7846386403207928,1.5974421913151593,2,1,0,0.22786953150192735
sample_44_00094,-0.8247019208334737,1.7010344000358626,0.1352804249482308,1.010331595835546,-1.7521306587230046,3,0,2,-4.468552029687964
sample_44_00095,-0.7510662314581524,-0.6242194947767957,-0.5450596143588832,-0.7702674603576036,-0.6197149806554759,1,0,3,-0.20588547561905202
sample_44_00096,-0.10912762079761466,-0.6033375706876085,-0.13962427318220327,0.34127849743767213,-1.7705418577104026,3,0,2,0.12856023094442817
sample_44_00097,-0.23141742197662507,-0.9687909158284653,-0.09485322611128769,0.6130272312737375,-1.3980650805319896,3,3,3,0.3814073546431149
sample_44_00098,-0.3853560859112057,0.9222737144374226,1.0494938146873714,-0.5252938495333471,0.8958982213650115,1,1,3,-1.5245155802073032
sample_44_00099,0.2983033182870872,0.05826657126456387,-0.49909945043961224,0.2750922859112831,0.6817626674477592,3,1,1,1.7846330374346562
sample_44_00100,-0.6601754676547078,0.47119145067838436,-1.1488314581383416,-1.1758876432630463,0.5501035162815261,3,0,1,-0.2710548963592778
sample_44_00101,-0.21732652600295893,-0.8059974802841424,0.3489032366009632,0.7085659729224045,0.051706439434998655,1,2,0,1.2893308871632714
sample_44_00102,1.4684604673789117,-0.6810710828719208,-0.6474401320367231,0.9203504557357951,-0.9973400162564872,3,2,2,4.808590943608823
sample_44_00103,0.7129015408217734,-1.6014859296667687,-0.9865073799721803,-0.1718979056225706,-0.40278896956696336,3,1,0,5.176232050204311
sample_44_00104,1.5202221202647463,-0.9494222939018788,-0.031039124996186995,0.15694280337810143,-0.1041738033876423,1,1,1,4.026597135546744
sample_44_00105,1.1306482560501852,-0.5639852250500103,-0.5119656394580396,-0.9787113915782801,0.874398300688619,2,1,0,4.1743345090979025
sample_44_00106,0.26124648704451603,0.27645202389658663,0.21526848846326238,-1.0996295773145544,0.4982538723664829,2,3,2,0.5450293996136903
sample_44_00107,0.32121077106352597,1.4248618141027984,0.4254763135078281,-0.7702247746787512,-0.2949011373792945,2,0,0,-1.7283395922431222
sample_44_00108,1.7866424508238472,-1.178262391916298,-1.3357092325546978,0.24527377113290377,1.437711793556594,0,0,3,4.7009806394182165
sample_44_00109,0.08150307222673969,-1.1455500291710092,2.175692811013825,-0.7418187193349857,0.8245447702902321,0,1,3,2.8234135951795505
sample_44_00110,1.4398910334187436,0.10635287080503285,0.6098311570093351,1.4740428105083558,-1.2553489395120656,3,0,2,2.3147838502291718
sample_44_00111,0.7903520601829963,1.1817086568361848,1.2559941141275683,-0.39784718960803006,0.46156681661157256,3,0,1,2.0583640427278134
sample_44_00112,-0.5536878162721414,-0.5787186662237246,-0.9091396133753489,0.6329964932629543,0.20774732563092924,3,1,2,0.5694682765718494
sample_44_00113,1.1350186703526166,-2.3383721802936503,-0.8661475279605729,0.3388873509794265,1.7300863394549648,3,0,3,7.717958158263061
sample_44_00114,-0.6892052389794397,-1.7283171203316479,-0.5541294245014238,-0.05010675788405307,0.8346836351925765,2,2,3,1.3028272974338528
sample_44_00115,1.14883167337463,0.7402220362198517,-0.056496664944877525,2.1062621999070648,-0.6429028034091298,1,2,3,1.0442691701973095
sample_44_00116,0.04024173978593711,0.6268660207012849,-0.4628445512709982,-0.18113544388291536,0.6802978023810634,0,1,3,-1.2528700800287522
sample_44_00117,-0.8442973679012001,-0.1355283534230859,-0.10279659081700686,2.2920122246109917,0.8676012620593405,0,1,0,0.028257821706379804
sample_44_00118,-0.6154523825082522,0.8084449717184374,-0.9719148570418389,0.48916497852975094,-1.5453016292737103,2,3,3,-3.768159739952766
sample_44_00119,0.7936566477937147,-0.08109498301775706,-1.2275193871046974,0.49347875520294643,0.9142980825966336,2,0,1,3.8240373633572946
sample_44_00120,0.4663292926159433,0.2580422082303645,-1.2028806546228916,0.879586598688298,-2.042727748436344,3,1,1,0.8942647211018656
sample_44_00121,-0.47389932848348293,2.0240676981717676,-1.2751983489241292,-1.6637195451880893,-0.8302409977025181,3,0,3,-4.62865838101059
sample_44_00122,0.4456995052901219,-0.00742423001313875,1.0489240660943677,0.11828679086880257,-0.9583975411226784,3,1,2,1.3633703518235276
sample_44_00123,0.9749917326893304,-0.4851852504465388,0.7205920606406917,1.4272589191086333,0.5644045440362916,3,0,2,3.6287305494729543
sample_44_00124,1.3417021583103328,-1.1133537521471613,-0.34065735957390253,0.2562485951598566,-1.0723776583844964,3,3,1,4.183424220672572
sample_44_00125,1.3782057065163151,1.2880690368099057,0.5458056119785104,0.6731423817298595,-0.0372002556074223,3,1,2,1.8568027139020937
sample_44_00126,-0.949147771463281,-0.5119189302176415,-0.15704354427105469,0.31705839023902305,-0.03810685679385593,0,0,2,-1.2595497696925355
sample_44_00127,0.3668545926496257,-1.196197637066505,-0.6407204317031509,0.2607445757913214,1.0355265383995922,2,0,1,4.771972832565419
sample_44_00128,-1.4932949701084741,0.423028994515032,0.8110743900336382,0.03552476922233309,0.1777668422185791,3,2,1,-2.3939092885927726
sample_44_00129,-0.29267583047257223,0.06129581175194248,-0.2651233299452065,-1.3687943958359574,1.4203341833352183,1,3,3,0.698208642905237
sample_44_00130,0.41179205073852215,-0.4092531182881154,1.3926742792773905,-0.16638747813240318,0.7268601015436421,3,1,0,3.7971951204338623
sample_44_00131,-1.523349479941046,-0.4792900505218812,1.1554216012713499,1.5363951035095154,1.9358431063698,3,0,2,0.217118578823315
sample_44_00132,1.5005924854248938,1.8644039295918216,-0.5612730760795095,-1.2622209070371293,-2.2409651862843534,2,3,3,-1.8020569813040253
sample_44_00133,0.2125186860653277,-0.12541044420160422,1.6119949055466336,-0.11120185944604492,1.7125427255248502,2,2,2,2.5038688611097553
sample_44_00134,-1.4304383530917557,1.8530679148149587,0.047075311563334124,1.4690869869789516,1.0941330425858196,0,1,3,-3.783493873641721
sample_44_00135,-0.7318996529507049,1.0153911959514033,-0.47042936809849295,1.0096591175303045,0.7116341755824662,3,3,3,-2.1271756889425637
sample_44_00136,0.5503227712874141,-0.02667711889485762,-0.10790746613985858,0.19595812130838194,-2.2464249294560212,3,2,2,0.259278688703894
sample_44_00137,1.1055469328567098,0.05765690258101892,0.35039307145719245,-0.7865085373320665,0.4351322482258337,3,1,2,3.032054539267041
sample_44_00138,-0.3264673621160463,1.7048599727913474,-1.2657661427087235,1.3690840239667708,-0.6646333799369075,3,2,2,-2.0649341052016634
sample_44_00139,0.4910734604437199,-0.12486833569985296,-0.8364200013345965,-1.920947606122592,0.8616646210039296,0,1,0,2.7478304878428372
sample_44_00140,-1.5887607459346913,-0.3419947791832302,1.4227765011031752,1.451958650766899,0.4056371468999405,1,1,1,-1.4303975791779253
sample_44_00141,-1.4984110678776574,-0.01537123009526939,0.1843703954358989,-0.6899400394089227,1.4460429873946374,1,2,1,-0.5907393645903914
sample_44_00142,0.3449761149938994,0.4231929617827904,0.0026067768836736532,-1.2515214633222407,-0.8219563961086083,3,3,3,0.10785256345165879
sample_44_00143,-0.8697059807496976,1.3164927714451835,0.14437098917419827,0.556580778409557,0.5175108785366361,1,3,1,-2.225030224063577
sample_44_00144,0.5080582478001048,1.7724681063125165,0.9530158115911144,0.4062062638064657,0.2576547036291745,0,1,3,-2.5962038662271327
sample_44_00145,1.562310113951364,-1.6888648072528498,1.4451762130674923,-0.4114583669387149,0.5968271074023793,1,0,0,7.400282411115473
sample_44_00146,-0.1609635703587403,0.14247667005336667,-0.13735947895932546,-3.5149909036580675,-1.0369495367704082,3,2,2,0.36754728223499544
sample_44_00147,-0.7349850232866963,-1.2532932458396573,-1.8045694171600342,0.5788859621872059,-0.9709794744914801,3,1,2,0.32132417849911654
sample_44_00148,0.15448431459152034,1.2419662104670326,-1.0357673253410227,-0.13708977548553933,1.177241653947803,2,0,2,0.3509914024325583
sample_44_00149,-0.27132871972820255,-0.3387383480737685,-2.094096359774036,1.374337255809492,-0.2243295950190812,0,0,2,-1.2516816113833444
sample_44_00150,-1.3250405052787797,0.8589133567923714,-0.41220104478265984,-0.06557615107784033,-0.6506984793220562,3,3,2,-4.157212236705397
sample_44_00151,0.7377262199539647,0.6716946097290603,-0.46380269012294706,0.021472224529834417,1.5486030284131074,1,1,2,1.0129489803852387
sample_44_00152,0.15539998662049523,-0.4553668412553206,1.404240479778139,-0.6471762614352243,0.074326856423141,0,0,2,0.0012006421648217414
sample_44_00153,-1.208636352514988,-0.8765198877165248,-0.5557250529893901,0.5523216949466578,1.037317971134961,2,3,0,0.15628066978952238
sample_44_00154,-0.44311901168890955,0.7501205100244273,-0.09228491509197784,0.7021819919588869,-0.7852083964851005,3,2,2,-1.7011684693309659
sample_44_00155,0.27450078347864787,-0.14977717374143482,0.13814679802068475,2.5002540083337945,0.3002063217045528,1,2,3,1.6208890898350385
sample_44_00156,1.4165810317134124,1.0894488422999962,-1.5086908444431941,0.42732394773410737,1.0931433368494834,0,0,1,1.6896614592974175
sample_44_00157,-1.5279562126105415,-0.7803497727454994,3.462222438259407,0.12045124034148566,-0.40576470462157715,3,0,2,-1.6392130650365015
sample_44_00158,0.06925013081621036,-0.8157773668828674,0.14401197642358882,0.2620990193146931,-0.24738616788782478,3,0,2,2.493977934529442
sample_44_00159,1.454324857254378,1.7468803809078213,1.078912702578036,-0.7318783204854961,-0.4807870230803352,0,2,2,-0.7278618724698706
sample_44_00160,-1.3050752496233768,0.432609094309173,-0.4363156271120026,-0.5224753281425221,-0.6477985113314537,2,1,1,-2.990810705399727
sample_44_00161,0.26948363491571925,0.18654614761520552,-1.1208867504229936,1.5526336988267846,0.20355485439741206,3,3,3,1.359506496221925
sample_44_00162,-1.3331595675965788,0.8805332673630912,-0.8278649338710932,1.8505862609142192,1.375052216177129,3,2,3,-1.929462180667688
sample_44_00163,0.577428258719286,2.3739425560826923,-0.8581157310531081,0.3412225397886295,-0.22765096832752574,1,2,1,-2.688859809200834
sample_44_00164,-0.8617925882160764,-1.2511125002519636,1.1529823632192764,-0.20683999373666997,-0.9228522188716998,2,2,1,0.03240759226884035
sample_44_00165,-0.49421443296186884,3.141308882773973,0.0606593314557199,-0.6717296905850616,-0.19339738940587892,1,1,2,-5.400993471803001
sample_44_00166,1.2196151674066948,-0.08294875888362893,-0.16124393850765928,-0.042752148522250774,-0.49932165039929205,1,0,2,1.967259231752829
sample_44_00167,-0.23425177539849001,1.4058557816047814,-0.19845742211366696,-0.06335846900038596,-2.881308972107927,2,3,3,-4.762232541205061
sample_44_00168,0.7169833408218418,1.2574678180657093,-0.6672623190537367,0.49096017440676565,-1.0729859214118418,2,0,3,-0.9183115906884846
sample_44_00169,0.3327811974362443,0.37222591617690226,-2.224897344721926,1.1011175211851116,1.328838985997984,2,3,3,1.6199553923768129
sample_44_00170,-0.13542032022537268,-1.0857719869569884,0.0012385934618038342,-0.13894612686834712,0.9436363185934226,2,1,1,2.6947815922622516
sample_44_00171,-0.04523931523540685,-0.11721604896995134,1.0176828348419167,0.6763530885334432,0.11615751718026619,3,0,1,1.6981606414463108
sample_44_00172,-0.6650327434989848,-0.7332735847707188,-0.6505796934641018,-0.7777564803295168,-0.34539320321747785,3,3,2,0.4801205414875124
sample_44_00173,1.2128436334619717,-0.30859476655796864,-0.21687991358331013,-2.0210480546565948,1.0779753718554919,3,1,1,4.337488969376068
sample_44_00174,-0.33622065789046407,0.6777802370144578,0.5416760748442727,-0.6141202976787171,0.5351004897869878,3,0,1,0.30226983502945354
sample_44_00175,-1.4491492333252558,-0.6549590948094878,1.5475153892885776,-0.895944820781122,0.4761847537962983,1,0,0,-1.4786333966100613
sample_44_00176,0.06356658851679457,-0.7527319665931586,1.5319134398505998,-0.0852942654474796,0.8065783324070095,2,2,3,3.6708806525038327
sample_44_00177,2.1195194794460566,-1.4668414816024806,-0.05092350430334893,0.9563238307851641,-0.06490176609925138,3,0,0,8.022787012108635
sample_44_00178,1.2123070438981212,0.6684686435743354,0.25942653861626824,0.5089551950235304,-0.7769690093009538,0,2,3,-0.09884689781290543
sample_44_00179,-1.5427058944296774,-1.8166136953452217,0.29666785126575107,-0.9952102016874929,1.3765637023439143,2,0,2,1.656976804864664
sample_44_00180,-1.2063975206126913,-1.7522553555642268,-2.0255253169630074,1.4233233428417964,0.05967741576748134,1,2,1,1.2364606537639127
sample_44_00181,0.5693008290280184,-1.240102425080663,1.5620499437158495,-1.5093228009562183,-0.04003018307232902,2,2,2,4.21535090122314
sample_44_00182,-0.453706782020726,1.0472785007637193,-1.153980568068587,-0.42382463576855894,-0.32131043489724115,3,2,0,-1.090770867783915
sample_44_00183,-0.07489529234490973,0.008222427912478986,0.7323235298772414,0.9549948146883406,-0.32408641530558335,1,3,3,-0.14331501098784993
sample_44_00184,-0.13958668518668702,0.1791510554215168,0.40559870566260914,-0.09236283555911652,0.5578833274980668,0,2,1,-0.005950033646110575
sample_44_00185,0.31620721521976414,0.8335641378659305,-0.6088578267315851,0.2345452097348056,-0.5536734272223856,1,3,3,-1.2714551977065223
sample_44_00186,-1.7709293595047448,-0.6878265656574051,0.17973678152752148,-0.4926475658317241,-0.9765144182210823,3,2,3,-3.3022873726088635
sample_44_00187,0.6981572815966861,1.251097126886274,0.700402015161098,0.7160734113633276,-1.3069112877517297,0,1,3,-2.2695856721412104
sample_44_00188,0.5680004172814321,1.6766611959150421,1.3453296354173563,0.11987587771110107,1.2072077826086114,3,0,0,-0.20196857768373655
sample_44_00189,-0.21302597935569503,-0.3054893091430481,0.5013575045295436,0.466902774252103,-0.5840867311280494,1,2,3,-1.1328826823450615
sample_44_00190,-0.15736177602546145,1.110438698134096,-0.45655466623012014,0.19322599563013346,0.3620770786414364,2,2,0,-0.015032608559677252
sample_44_00191,1.01652422427444,-0.037417353137256484,0.3291606791578504,1.2391413091895118,-0.43543105604614984,2,0,3,2.075361436979962
sample_44_00192,-0.6044167356329799,-1.366010180536907,0.7764241467496045,-0.434996514539152,-0.5134158320667563,2,2,0,1.4030952979285822
sample_44_00193,-1.759618956110533,-0.41079079849695527,-0.93330383438979,-0.28461931637204557,-0.3171073467426418,3,3,1,-2.347858276037577
sample_44_00194,0.053921314214016,1.6473232522496,-1.0646970128415572,-0.055494467192453364,-0.5350934517476643,0,2,1,-3.4732700240382512
sample_44_00195,-0.26541003985438305,0.19711388846413094,0.9165949105584577,0.15040764107707366,0.2611939700521698,2,2,0,0.035173121372553184
sample_44_00196,0.7093254778331483,0.20467921983540482,-0.3628152953425668,0.05644434803477158,0.20093275748703382,3,3,1,1.8219156317802407
sample_44_00197,-1.4944838087965506,0.8419727265757581,0.2595548491854571,0.7923556564288388,0.31690992583923033,0,1,3,-5.888995828329681
sample_44_00198,-1.116676546831622,-0.5488522727187445,0.08974995270254368,-1.098501105025318,1.2727050275559952,0,1,0,0.11791931509982922
