sample_id,num_0,num_1,num_2,num_3,num_4,cat_0,cat_1,cat_2,label
sample_43_00152,-0.7347033388576478,0.5239610336347269,-1.3465811833901866,-0.8339415889265352,0.030028618895724703,0,2,1,1
sample_43_00153,-1.379486669349002,3.147821283241987,1.1685909102208334,0.8281845870546302,0.3949577144977871,3,0,1,2
sample_43_00154,0.508774149764312,-0.14671339489278015,0.2514635706511138,-0.23817349266045224,-1.0584455163394633,0,3,1,2
sample_43_00155,-0.1889357035441851,1.4603965935409113,0.3301696099251964,1.643898637997348,1.021744879874816,2,3,3,0
sample_43_00156,2.294506018606842,0.23353053831582618,0.1778296471857671,-0.4072949404138623,1.2374940854038339,2,0,2,0
sample_43_00157,-0.41954600126672625,0.6632556833256636,-1.7063388642650443,-0.4566300076222906,1.457572316750053,3,0,0,1
sample_43_00158,0.5353385219584254,1.371342345385974,-0.5067242258509396,-0.21308960943986335,-1.6842753263579673,1,3,1,2
sample_43_00159,0.0009992657127509451,0.8409709838594811,-0.218468165740855,0.10541406143187686,-0.9476772296827833,1,1,1,0
sample_43_00160,-0.8482616818985721,0.016487317824179348,0.7897587295057411,-0.3577535202398462,0.716853858615961,3,2,3,1
sample_43_00161,1.171687086261581,-0.4730895348819523,-1.1542982215909845,-2.2522582861007017,0.2514287559052773,0,1,1,1
sample_43_00162,-0.7300543061050095,0.09110548408229241,-0.6710217253547835,-0.2477521316251737,0.38657690269731915,0,1,0,1
sample_43_00163,-0.3634289256622862,1.0288354334745726,-0.7900721382213357,-0.6366562809208537,-0.4094008287292764,0,0,2,1
sample_43_00164,0.4334432414383877,-1.0980838502524712,1.1521749878488483,-1.792791194766001,-0.17514303411539622,0,0,1,0
sample_43_00165,0.3466140234911681,-1.509280162547058,0.36627416645023125,0.8289434333773635,0.2339609967766238,0,1,1,2
sample_43_00166,-0.06858494391765318,-0.08980287039667242,-0.020719369106818847,0.9538746192604729,-0.26381399495587887,0,1,0,2
sample_43_00167,-0.4930481247014775,0.8700590687059452,0.593055487478399,1.0547723701858929,-1.1376820161697374,0,3,3,2
sample_43_00168,1.117104762301571,-0.17293023319343265,-0.92668265902352,0.7678662498832456,0.3330967289547293,2,2,1,1
sample_43_00169,-1.083839622836006,-0.23534262862978175,0.6391165565584743,-1.7724186708919925,0.5454650814609122,0,0,0,1
sample_43_00170,-0.20927067915440192,0.5150064553571003,-2.227212655983716,1.598248936722595,-0.6126388121699317,2,2,2,1
sample_43_00171,-0.5846183575036382,-0.24001820646307062,0.5491673552086828,-0.14234886235822414,1.5541894267150047,1,0,2,0
sample_43_00172,-0.2354841970711421,1.6447274013414663,-0.20320042108276243,0.006399756764930209,-1.5919462680806649,2,2,0,1
sample_43_00173,-0.8051860075266163,0.29481682756661426,-1.4536193257708823,1.6895970698146114,0.21479833854575237,0,0,2,2
sample_43_00174,-0.3569778503492223,-0.08947034656855166,1.6742488575386238,0.781920494082445,-1.8999672352172603,0,3,0,2
sample_43_00175,-0.4186273167853506,0.9186208061538298,-0.8511638769155653,0.3575587417769611,-2.27309542684266,3,3,0,2
sample_43_00176,-0.5886784069273416,0.11027547542371377,0.7261242308715109,-0.48285014006630134,0.9266637747403811,1,2,1,1
sample_43_00177,-1.4890909189542605,-0.18690954925715858,0.1843298530189374,-1.572285650916123,1.292649949291405,0,3,0,1
sample_43_00178,0.2917528213242217,-1.1074903745751576,0.5533058660220288,-0.8372839418384364,-0.6520130705560024,0,1,2,1
sample_43_00179,-1.3715142564124576,-0.3617354257846716,-2.1991157567824207,0.21564256771912424,1.8521582284601286,1,0,0,1
sample_43_00180,-0.44631585578423233,-2.305578677547338,-0.48022981601583614,-0.06982550649222818,0.15182494000866575,2,2,3,1
sample_43_00181,-0.06626269379466766,1.5220886048551887,-0.18877292827354977,-0.3969428521187948,0.34881457395232324,2,2,0,0
sample_43_00182,0.4445315705222947,-0.21391456983609927,-0.2442125687179792,-0.6516838194732355,0.7290862445034916,1,3,0,0
sample_43_00183,-1.5552717553133097,0.11668923401725127,0.8875584764226782,-0.05673875824726703,-1.7426187102068804,2,1,1,2
sample_43_00184,-0.16486441852812828,0.726894075260342,0.22723934434071735,-1.0843671937600106,2.2854574569225288,2,0,3,0
sample_43_00185,0.9306540575935757,0.15247986536770342,2.7728710213685908,-0.29265271785321445,-1.5122406232230736,1,3,2,0
sample_43_00186,-0.16717128230525885,0.06748698813722104,-1.5734125571645121,0.6914599091111667,0.9852930623412964,1,3,0,1
sample_43_00187,-1.4233707200733683,-0.6515166675759476,-1.225880103101535,-1.3056389595265823,0.4402550486588439,2,1,2,1
sample_43_00188,0.09019702117990704,-0.22140759497397527,0.3080847036193516,-0.38874862859558923,-0.652791878154664,1,0,0,2
sample_43_00189,-0.39988904221631655,-0.24970932297708429,0.017887362690840125,0.511050629185058,-0.7338201104836352,1,3,0,2
sample_43_00190,-0.29374478872514825,-0.5769650680082941,-0.626773871190574,0.7899016046970383,-0.7096683976363626,1,0,1,2
sample_43_00191,-0.15572354779559697,-1.0225986181624567,0.7031777003281438,1.1010713024625505,0.16963615178700292,1,1,3,2
sample_43_00192,1.9366044978141381,-2.108810798412961,-0.6942316613557111,0.6552905521072878,-1.5589923652879358,1,0,2,2
sample_43_00193,-0.1686600244807973,0.07132602046546374,-0.2491832915764341,-0.04553522562256034,0.849414686363401,1,2,1,1
sample_43_00194,1.0831520167678566,-1.4115222146074682,-1.3226014280487055,0.4439689561183711,-1.1769673780778376,3,2,2,1
sample_43_00195,1.9106268464094318,-0.10321437588986161,0.23049754611116052,-0.17655206030319096,-0.3678123742382723,3,3,0,0
sample_43_00196,-0.7324563000493662,1.6880239171963218,0.36465315060056,-2.0175231004583267,-0.6366455810258583,3,2,3,1
sample_43_00197,0.5305564264944276,0.41969565090661903,1.2282608243518314,0.26875660583177413,-0.254476244520485,0,2,1,2
sample_43_00198,-0.17487161139742652,0.29149711678012713,0.5440022698959368,-0.6400141910879154,-0.32589846888601637,3,3,0,2
sample_43_00199,0.5696122925578565,0.14384367564568892,-0.10494919406997687,0.8393099209575109,-0.7411941979169708,1,1,3,2
sample_43_00200,0.6046089792790238,1.2234406270079534,-0.007221451836827675,-0.09019596475004751,-1.057149153860268,3,3,3,0
sample_43_00201,-0.36685487259493726,-0.6615107374909754,0.9998350253575597,-0.2603878234972727,-0.2846689731543289,1,2,3,2
sample_43_00202,1.0808554344295003,-0.07705812778566497,0.55174965196101,-0.35934863253585253,0.38675324594033383,0,1,2,0
sample_43_00203,-0.17594198455757956,1.286063779924522,0.23185374311620394,-1.403739724110971,-0.48709572068247553,0,2,0,0
sample_43_00204,-1.2634988835876904,0.5394065039587306,0.7863484934754852,0.2571902606811787,-0.5052142568451553,1,0,3,2
sample_43_00205,-1.138835147550651,-0.04624580989987505,-0.6666211354553445,0.9299550796627631,-0.39000109621469126,2,0,1,2
sample_43_00206,0.4569445904142489,-0.47977295765214445,1.0938323900260782,-1.0158219762259706,-0.35487329748933516,0,3,2,0
sample_43_00207,0.5801127995685185,1.6761776233097645,-1.431325752363569,-1.271382584961192,0.47024186552249186,1,0,1,0
sample_43_00208,1.5795181348482883,0.8401173124975979,0.7164403256393284,-1.0669501905496,0.26194831708127286,2,3,2,0
sample_43_00209,0.5110509879343542,0.21274698010187362,0.3043553712341252,0.7538708738151534,-2.4350623337606,3,2,3,2
sample_43_00210,-2.037213067756645,-1.1896467622111373,0.0864060464559192,-0.38939181072930323,-1.3335417717923606,1,1,2,2
sample_43_00211,1.6200014567046792,-0.20765337431435324,0.19640845783570648,0.9340146439147544,2.12996672621398,0,3,2,0
sample_43_00212,-0.059372598468860026,0.1853817523545074,-1.2452923148119632,-0.04775016472006895,-1.2606549549434172,2,0,0,1
sample_43_00213,-0.4534506986361352,0.7620356358032825,0.35773127831167434,0.9473527885598177,0.2512758510796099,0,2,3,1
sample_43_00214,1.165534522499248,-0.9823053388680124,1.216565807433494,-0.5720015398579555,-0.37748413222627136,0,3,2,0
sample_43_00215,-0.31302722349810824,1.831828481505509,-0.7553158997673116,0.48123808973857846,0.4184362650713393,0,3,0,0
sample_43_00216,0.09712006199088688,-0.7905883322918046,-1.1461767692012084,-1.1521797447713973,1.0871083938613049,2,2,3,1
sample_43_00217,-0.7912207865487701,-1.2125718372322847,0.9539627952352223,0.61304184566186,-0.03760168452016572,0,2,3,2
sample_43_00218,-0.5327630614277886,-2.7411961077757008,-0.7875715967331114,-0.1810922813868478,-1.0844318038984653,1,2,3,1
sample_43_00219,-1.083017358652772,2.044592830797293,-1.7179543222859397,0.2813065680964333,-0.8170990119409387,0,1,1,1
sample_43_00220,0.17296365012558418,-1.2348256250013476,1.1758352235148224,-0.35812068631550775,1.6865730326495951,3,3,3,0
